pattern,bytes_moved,ms_p50,ms_min,gbps,gbps_peak_min,sm_clock_start_mhz,sm_clock_end_mhz,instrument,warmup_ms,iters,trials,l2_flush,sm_clock_load_mhz,clock_level_ok,clock_drift_ok,note,prov_provenance_version,prov_git_sha,prov_git_dirty,prov_git_dirty_files,prov_utc,prov_hostname,prov_gpu_name,prov_driver_version,prov_cuda_version,prov_python,prov_torch,prov_triton,prov_vllm,prov_sglang,prov_instrument,prov_ridge,prov_ridge_source,prov_bandwidth,prov_bandwidth_source,prov_warmup_ms,prov_iters,prov_target_ms,prov_missing
read_stream,8589934592,1.8621280193328857,1.8596160411834717,4612.966725605352,4619.197942890033,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,"Triton, one store per program, no cross-CTA combine; stores are 0.012% of traffic and are not counted",1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,False,0,2026-09-23T16:36:20+00:00,421a523e82cb,NVIDIA H200,580.159.04,13.0,3.12.3,2.13.0,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",152.9,derived from this run's own ceilings,4378.152248569231,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
read_reduce,8589934592,1.9219039678573608,1.9175039529800415,4469.492095162543,4479.748048837222,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,"ATen reduction along the contiguous axis; a LOWER BOUND on the DRAM read rate, not the read rate",1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,False,0,2026-09-23T16:36:20+00:00,421a523e82cb,NVIDIA H200,580.159.04,13.0,3.12.3,2.13.0,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",152.9,derived from this run's own ceilings,4378.152248569231,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
copy,17179869184,3.9949119091033936,3.991328001022339,4300.437550287761,4304.299015164765,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,False,0,2026-09-23T16:36:20+00:00,421a523e82cb,NVIDIA H200,580.159.04,13.0,3.12.3,2.13.0,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",152.9,derived from this run's own ceilings,4378.152248569231,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
triad,25769803776,5.885999917984009,5.878880023956299,4378.152248569231,4383.454615673164,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,canonical STREAM metric; the default ceiling,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,False,0,2026-09-23T16:36:20+00:00,421a523e82cb,NVIDIA H200,580.159.04,13.0,3.12.3,2.13.0,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",152.9,derived from this run's own ceilings,4378.152248569231,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
write,8589934592,1.833616018295288,1.8316479921340942,4684.696526585788,4689.730029399193,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,1N proven (2N would exceed the pin rate by 94%); unflushed so the timed window cannot shed writeback,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,False,0,2026-09-23T16:36:20+00:00,421a523e82cb,NVIDIA H200,580.159.04,13.0,3.12.3,2.13.0,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",152.9,derived from this run's own ceilings,4378.152248569231,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
