block_m,rows_per_expert,tiles,tokens,rep,ms_p50,ms_min,ms_stdev,iters,sm_clock_load_mhz,sm_clock_start_mhz,sm_clock_end_mhz,clock_level_ok,clock_drift_ok,clock_level_side,instrument,warmup_ms,trials,l2_flush,status,detail,prov_bandwidth,prov_bandwidth_source,prov_cuda_version,prov_driver_version,prov_git_dirty,prov_git_dirty_files,prov_git_sha,prov_gpu_name,prov_hostname,prov_instrument,prov_iters,prov_missing,prov_provenance_version,prov_python,prov_ridge,prov_ridge_source,prov_sglang,prov_target_ms,prov_torch,prov_triton,prov_utc,prov_vllm,prov_warmup_ms
256,256,1,1024,3,2.002575993537903,1.9127039909362793,0.06048075717585438,188,1680.0,1575.0,1605.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,337.31056094169617,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
256,512,2,2048,3,3.9277759790420532,3.6351680755615234,0.11363337558591696,104,1665.0,1710.0,1650.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,330.38969469070435,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
256,1024,4,4096,3,7.825568199157715,7.709343910217285,0.2214445009589619,49,1665.0,1575.0,1650.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,340.6222081184387,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
256,2048,8,8192,3,15.723423957824707,15.11945629119873,0.8325216543776313,25,1635.0,1680.0,1650.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,324.06220722198486,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
256,4096,16,16384,3,32.57878494262695,31.992671966552734,2.039595963369745,12,1665.0,1665.0,1680.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,351.07654190063477,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,32,1,128,1,0.9484640061855316,0.9047999978065491,0.07999016421949592,418,1785.0,1785.0,1785.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,340.98185616731644,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,64,1,256,1,1.0514880418777466,0.9913600087165833,0.04220796750940883,361,1597.5,1545.0,1590.0,False,True,high,queue-deep/l2-flush/clock-under-load/v3,340.4463976621628,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,128,1,512,1,1.1334559917449951,1.064512014389038,0.027179050931661338,360,1410.0,1425.0,1380.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,344.18854343891144,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,256,2,1024,1,2.182176113128662,2.1230719089508057,0.034923960849531366,183,1410.0,1410.0,1425.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,329.3349437713623,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
128,512,4,2048,1,4.34819221496582,4.333407878875732,0.05884287353644756,91,1395.0,1380.0,1395.0,False,True,low,queue-deep/l2-flush/clock-under-load/v3,342.48323130607605,3,True,ok,,4374.549151491332,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",13.0,580.159.04,True,1,981a42f6caeb8b634a6a2e62113cc622d75910bc,NVIDIA H200,238b79f71e94,queue-deep/l2-flush/clock-under-load/v3,,iters=not supplied by caller; sglang=package not installed,1,3.12.3,152.8120650229884,"measured on this device: NVIDIA H200 (measured), 668.5 TFLOP/s bf16 over 4374.5 GB/s; calibrated 2026-09-09 at 981a42f6",,400.0,2.13.0,3.7.1,2026-09-09T16:41:24+00:00,0.27.1,300.0
