setting,num_stages,num_warps,group_m,block_m,tiles,rows_per_expert,tokens,rep,ms_p50,ms_min,ms_stdev,iters,status,detail,instrument,warmup_ms,trials,sm_clock_load_mhz,sm_clock_start_mhz,sm_clock_end_mhz,clock_samples_mhz,power_w,clock_level_ok,clock_drift_ok,l2_flush,clock_level_side
s2w4g1,2,4,1,64,6,384,1536,2,4.055840015411377,3.8423359394073486,0.4754139143165084,98,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,365.14134311676025,3,1455.0,1455.0,1455.0,1455 1455 1455 1455 1455 1455 1455 1455 1455 1455 720 720 1125 1125 1395 1395 1410 1410 1440 1440 1455 1455 1455 1455 1455,681.421,True,True,True,
s3w8g1,3,8,1,64,6,384,1536,2,4.498703956604004,4.346271991729736,0.49230566154213934,88,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,364.33231687545776,3,1395.0,1395.0,1395.0,1395 1440 1440 1395 1395 1410 1410 1410 1410 870 870 1035 1035 1290 1290 1365 1365 1395 1395 1395 1395 1395 1395 1395,693.972,True,True,True,
s3w4g1,3,4,1,64,6,384,1536,2,4.352960109710693,4.179840087890625,0.4694469496397597,93,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,358.3340473175049,3,1410.0,1425.0,1410.0,1425 1440 1440 1410 1410 1410 1410 1410 1410 1155 1155 750 750 1290 1290 1395 1395 1425 1425 1425 1425 1410 1410 1410 1410,686.584,True,True,True,
s2w8g1,2,8,1,64,6,384,1536,2,4.834320068359375,4.71449613571167,0.23016566892417445,82,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,369.5245113372803,3,1455.0,1470.0,1470.0,1470 1470 1470 1470 1470 1470 1455 1455 1470 1470 915 915 1395 1395 1440 1440 1425 1425 1425 1425 1455 1455 1470 1470,684.221,True,True,True,
s3w8g64,3,8,64,64,6,384,1536,2,3.8387200832366943,3.6785600185394287,0.26523880819552925,105,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,350.0109438896179,3,1470.0,1500.0,1470.0,1500 1515 1515 1485 1485 1485 1485 1470 1470 1470 1470 975 975 1335 1335 1440 1440 1455 1455 1500 1500 1470 1470 1485 1470,693.484,True,True,True,
s4w8g1,4,8,1,64,6,384,1536,2,4.524223804473877,4.3751678466796875,0.3746625087808313,87,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,366.142306804657,3,1372.5,1410.0,1380.0,1410 1410 1380 1380 1395 1395 1395 1395 1395 1395 660 660 1245 1245 1350 1350 1365 1365 1365 1365 1365 1365 1380 1380,696.538,False,True,True,low
s5w8g1,5,8,1,64,6,384,1536,2,4.502175807952881,4.390528202056885,0.4817628158436082,89,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,361.8496923446655,3,1395.0,1425.0,1395.0,1425 1425 1410 1410 1395 1395 1395 1395 1335 1335 915 915 1290 1290 1380 1380 1395 1395 1410 1410 1410 1410 1410 1410 1395,694.137,True,True,True,
s3w8g16,3,8,16,64,6,384,1536,2,3.698848009109497,3.585536003112793,0.24431799330471107,108,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,357.34156560897827,3,1477.5,1560.0,1485.0,1560 1560 1500 1500 1500 1500 1485 1485 1470 1470 1035 1035 1365 1365 1470 1470 1470 1470 1470 1470 1485 1485 1485 1485,694.8465,True,True,True,
s3w8g8,3,8,8,64,6,384,1536,2,3.778719902038574,3.59552001953125,0.1687822800216185,105,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,347.40384221076965,3,1470.0,1440.0,1485.0,1440 1500 1500 1470 1470 1515 1470 1470 1515 1515 1125 1125 1440 1440 1470 1470 1455 1455 1440 1440 1455 1455 1485 1485,685.132,True,True,True,
s2w8g1,2,8,1,64,7,448,1792,2,5.538831949234009,5.4351677894592285,0.6976671372134629,72,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,359.42460536956787,3,1485.0,1575.0,1470.0,1575 1575 1500 1500 1500 1500 1500 1500 1365 1365 1185 1185 1215 1215 1440 1440 1470 1470 1500 1500 1485 1485 1500 1500 1470,696.34,True,False,True,
s3w8g1,3,8,1,64,7,448,1792,2,5.322944164276123,5.113376140594482,0.561944071735363,74,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,358.19008207321167,3,1357.5,1350.0,1380.0,1350 1350 1380 1380 1395 1395 1395 1395 1395 1395 855 855 1335 1335 1365 1365 1350 1350 1260 1260 1335 1335 1380 1380,690.1675,False,True,True,low
s3w4g1,3,4,1,64,7,448,1792,2,5.131103992462158,4.94649600982666,0.5175721791992811,79,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,348.4026894569397,3,1380.0,1410.0,1380.0,1410 1380 1380 1380 1380 1365 1365 1380 1380 1185 1185 1110 1110 1395 1395 1410 1410 1410 1410 1410 1410 1395 1395 1380 1380,693.899,False,True,True,low
s3w8g8,3,8,8,64,7,448,1792,2,4.3431360721588135,4.2358078956604,0.2899068688166785,92,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,354.54150390625,3,1485.0,1515.0,1500.0,1515 1515 1500 1500 1500 1500 1485 1485 1470 1470 1065 1065 1350 1350 1455 1455 1485 1485 1485 1485 1500 1500 1500 1500,692.3125,True,True,True,
s2w4g1,2,4,1,64,7,448,1792,2,4.587456226348877,4.45904016494751,0.32110961925955606,85,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,352.34598684310913,3,1425.0,1395.0,1425.0,1395 1440 1440 1425 1425 1440 1440 1455 1455 1425 1425 1095 1095 1425 1425 1410 1410 1410 1410 1395 1395 1425 1425 1425,693.235,True,True,True,
s3w8g16,3,8,16,64,7,448,1792,2,4.363999843597412,4.193888187408447,0.22842373563122859,93,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,350.2313904762268,3,1470.0,1545.0,1455.0,1545 1545 1470 1470 1455 1455 1455 1455 1470 1470 1035 1035 1395 1395 1485 1485 1485 1485 1485 1485 1485 1485 1455 1455,692.2355,True,False,True,
s4w8g1,4,8,1,64,7,448,1792,2,5.302239894866943,5.139711856842041,0.4572376605374285,75,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,353.7303047180176,3,1380.0,1410.0,1380.0,1410 1410 1380 1380 1395 1395 1380 1380 1380 1380 870 870 1275 1275 1350 1350 1350 1350 1365 1365 1380 1380 1380 1380,695.552,False,True,True,low
s5w8g1,5,8,1,64,7,448,1792,2,5.185728073120117,5.042816162109375,0.6647178947723267,77,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,358.85004472732544,3,1410.0,1410.0,1410.0,1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 615 615 1110 1110 1320 1320 1380 1380 1395 1395 1395 1395 1410 1410 1410,693.325,True,True,True,
s3w8g64,3,8,64,64,7,448,1792,2,4.5668158531188965,4.266272068023682,0.14984804075589211,87,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,346.23033714294434,3,1455.0,1530.0,1455.0,1530 1530 1440 1440 1455 1455 1470 1470 1485 1485 1155 1155 1380 1380 1470 1470 1455 1455 1455 1455 1455 1455 1455 1455,696.063,True,True,True,
s2w4g1,2,4,1,256,2,512,2048,2,4.580895900726318,4.508224010467529,0.219586331007235,87,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,350.21613073349,3,1837.5,1860.0,1845.0,1860 1860 1845 1845 1845 1845 1830 1830 1845 1845 1395 1395 1665 1665 1815 1815 1830 1830 1830 1830 1845 1845 1845 1845,683.7315000000001,False,True,True,high
s3w8g64,3,8,64,64,8,512,2048,2,5.137311935424805,4.996255874633789,0.24582100944430404,77,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,381.8750047683716,3,1455.0,1470.0,1455.0,1470 1470 1455 1455 1470 1470 1470 1470 1425 1425 1215 1215 1440 1440 1470 1470 1455 1455 1440 1440 1455 1455 1455 1455,694.1475,True,True,True,
s2w8g1,2,8,1,64,8,512,2048,2,6.441823959350586,6.292128086090088,0.5717330587629653,63,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,343.96569442749023,3,1470.0,1500.0,1470.0,1500 1485 1485 1470 1470 1455 1455 1455 1455 1320 1320 960 960 1380 1380 1440 1440 1470 1470 1485 1485 1470 1470 1470 1470,694.15,True,True,True,
s3w8g8,3,8,8,64,8,512,2048,2,4.6948161125183105,4.607744216918945,0.2087060865854838,83,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,367.08921670913696,3,1500.0,1485.0,1530.0,1485 1515 1515 1515 1515 1530 1530 1515 1515 1425 1425 1350 1350 1515 1515 1500 1500 1485 1485 1485 1485 1500 1500 1530,695.0360000000001,True,True,True,
s3w4g1,3,4,1,64,8,512,2048,2,5.8442559242248535,5.666016101837158,0.7306819430179449,68,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,351.6338896751404,3,1410.0,1410.0,1395.0,1410 1410 1410 1410 1410 1410 1410 1410 1410 1410 480 480 1020 1020 1260 1260 1380 1380 1410 1425 1425 1410 1410 1395,690.491,True,True,True,
s5w8g1,5,8,1,64,8,512,2048,2,5.968671798706055,5.785600185394287,0.8287177436604306,65,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,363.0989751815796,3,1380.0,1365.0,1410.0,1365 1425 1425 1395 1395 1380 1380 1395 1395 480 480 1155 1155 1365 1365 1380 1380 1395 1395 1380 1380 1395 1395 1410,693.344,False,True,True,low
s4w8g1,4,8,1,64,8,512,2048,2,5.985727787017822,5.755839824676514,0.796191449559312,67,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,364.52454662323,3,1395.0,1410.0,1395.0,1410 1395 1395 1395 1395 1395 1395 1395 1395 555 555 1065 1065 1275 1275 1335 1335 1395 1395 1395 1395 1395 1395 1395 1395,693.327,True,True,True,
s2w4g1,2,4,1,64,8,512,2048,2,5.422880172729492,5.247776031494141,0.5583681048883334,73,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,381.89379024505615,3,1432.5,1440.0,1425.0,1440 1440 1425 1425 1455 1455 1455 1455 1350 1350 1080 1080 1395 1395 1440 1440 1440 1440 1410 1410 1440 1440 1425 1425,688.6134999999999,True,True,True,
s3w8g16,3,8,16,256,2,512,2048,2,4.004159927368164,3.8828799724578857,0.2253278765357119,99,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,362.50953340530396,3,1665.0,1680.0,1695.0,1680 1695 1695 1680 1680 1680 1680 1665 1665 1575 1575 1335 1335 1590 1590 1635 1635 1665 1665 1665 1665 1680 1680 1695,692.409,False,True,True,high
s3w8g8,3,8,8,256,2,512,2048,2,3.933759927749634,3.804543972015381,0.22672160623620874,101,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,354.3882281780243,3,1710.0,1770.0,1710.0,1770 1770 1710 1710 1710 1710 1710 1710 1710 1710 1335 1335 1560 1560 1665 1665 1695 1695 1710 1710 1710 1710 1710 1710,685.174,False,True,True,high
s3w8g64,3,8,64,256,2,512,2048,2,4.036320209503174,3.8766720294952393,0.2496581073370312,99,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,359.7170901298523,3,1665.0,1755.0,1665.0,1755 1755 1680 1680 1665 1665 1680 1680 1665 1665 1275 1275 1455 1455 1605 1605 1680 1680 1665 1665 1680 1680 1665 1665,696.4445000000001,False,False,True,high
s3w8g1,3,8,1,64,8,512,2048,2,6.121088027954102,5.933407783508301,0.3198244665893101,64,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,353.1472964286804,3,1350.0,1230.0,1320.0,1230 1350 1350 1365 1365 1395 1395 1395 1395 1395 1395 825 825 1350 1350 1350 1350 1335 1335 1260 1260 1320 1320,689.208,False,False,True,low
s4w8g1,4,8,1,256,2,512,2048,2,3.858815908432007,3.7903358936309814,0.24987848631252899,103,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,352.3523530960083,3,1695.0,1695.0,1695.0,1695 1710 1710 1710 1710 1695 1695 1710 1710 1470 1470 1410 1410 1620 1620 1650 1650 1710 1710 1695 1695 1695 1695 1695,675.171,False,True,True,high
s5w8g1,5,8,1,256,2,512,2048,2,3.876847982406616,3.726655960083008,0.2366130314338787,102,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,356.36272406578064,3,1695.0,1695.0,1695.0,1695 1725 1725 1695 1695 1695 1695 1695 1695 1710 1710 1320 1320 1530 1530 1650 1650 1665 1665 1695 1695 1695 1695 1695,670.891,False,True,True,high
s2w8g1,2,8,1,256,2,512,2048,2,4.2396159172058105,4.099808216094971,0.24826815927533075,93,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,355.63520097732544,3,1725.0,1770.0,1740.0,1770 1770 1725 1725 1740 1740 1710 1710 1725 1725 1290 1290 1515 1515 1650 1650 1695 1695 1725 1725 1725 1725 1740 1740,687.476,False,True,True,high
s3w8g1,3,8,1,256,2,512,2048,2,4.006944179534912,3.9178879261016846,0.23127999998449633,99,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,364.27206587791443,3,1695.0,1740.0,1695.0,1740 1740 1695 1695 1680 1680 1695 1695 1695 1695 1305 1305 1545 1545 1620 1620 1665 1665 1695 1695 1695 1695 1695 1695,691.6320000000001,False,True,True,high
s3w4g1,3,4,1,256,2,512,2048,2,4.232992172241211,4.146656036376953,0.18188503058918165,93,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,360.4027843475342,3,1755.0,1740.0,1770.0,1740 1770 1770 1755 1755 1755 1755 1755 1785 1785 1485 1485 1710 1710 1755 1755 1740 1740 1740 1740 1755 1755 1770 1770,689.288,False,True,True,high
s3w8g16,3,8,16,64,8,512,2048,2,4.744383811950684,4.574687957763672,0.23725571442022692,85,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,358.3266558647156,3,1485.0,1500.0,1485.0,1500 1515 1515 1470 1470 1485 1485 1485 1485 1380 1380 1320 1320 1470 1470 1515 1515 1500 1500 1500 1500 1470 1470 1485,685.172,True,True,True,
s3w8g64,3,8,64,64,9,576,2304,2,5.8331520557403564,5.6176958084106445,0.2891104743693491,68,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,355.13292503356934,3,1470.0,1485.0,1470.0,1485 1500 1500 1485 1485 1470 1470 1470 1470 1440 1440 1050 1050 1395 1455 1455 1485 1485 1485 1485 1485 1485 1470 1470,681.741,True,True,True,
s3w8g8,3,8,8,64,9,576,2304,2,5.558448076248169,5.432352066040039,0.3142168911711903,70,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,365.11142444610596,3,1470.0,1455.0,1485.0,1455 1500 1500 1485 1485 1470 1470 1485 1485 1365 1365 1275 1275 1485 1485 1470 1470 1470 1470 1470 1470 1470 1470 1485,694.643,True,True,True,
s3w8g16,3,8,16,64,9,576,2304,2,5.471871852874756,5.323423862457275,0.3295396044865963,73,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,356.130078792572,3,1485.0,1515.0,1485.0,1515 1515 1485 1485 1500 1500 1485 1485 1470 1470 1080 1080 1305 1305 1485 1485 1470 1470 1500 1500 1500 1500 1485 1485,694.4225,True,True,True,
s3w8g1,3,8,1,64,9,576,2304,2,6.734303951263428,6.565760135650635,0.6943816381973488,59,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,349.67225408554077,3,1395.0,1410.0,1395.0,1410 1410 1410 1410 1410 1410 1395 1395 1395 1395 660 660 1005 1005 1215 1215 1335 1335 1395 1395 1395 1395 1395 1395,689.6765,True,True,True,
s2w8g1,2,8,1,64,9,576,2304,2,7.285567998886108,7.201632022857666,0.5320583746758993,54,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,355.139422416687,3,1455.0,1455.0,1455.0,1455 1455 1455 1455 1455 1455 1470 1470 1470 1470 885 885 1245 1245 1440 1440 1455 1455 1455 1455 1455 1455 1455 1455,695.448,True,True,True,
s5w8g1,5,8,1,64,9,576,2304,2,6.814128160476685,6.638144016265869,0.39761121654251286,58,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,373.3466262817383,3,1372.5,1350.0,1380.0,1350 1350 1380 1380 1380 1380 1380 1380 1380 1380 855 855 1350 1350 1395 1395 1365 1365 1365 1365 1365 1365 1380 1380,691.467,False,True,True,low
s2w4g1,2,4,1,64,9,576,2304,2,5.935151815414429,5.5503997802734375,0.6907235691122436,68,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,355.60630321502686,3,1425.0,1440.0,1425.0,1440 1455 1455 1425 1425 1410 1410 1410 1410 1305 1305 960 960 1380 1380 1425 1425 1425 1425 1425 1425 1440 1440 1425 1425,692.678,True,True,True,
s4w8g1,4,8,1,64,9,576,2304,2,6.814943790435791,6.69155216217041,0.6311130100914187,59,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,350.34297704696655,3,1380.0,1380.0,1380.0,1380 1410 1410 1395 1395 1365 1365 1395 1395 1395 1395 750 750 1200 1200 1305 1305 1365 1365 1380 1380 1395 1395 1380,695.4375,False,True,True,low
s3w4g1,3,4,1,64,9,576,2304,2,6.694159984588623,6.465407848358154,0.5207610039143652,58,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,355.5075521469116,3,1380.0,1350.0,1380.0,1350 1395 1395 1395 1395 1395 1395 1395 1395 1065 1065 1275 1275 1395 1395 1365 1365 1350 1350 1380 1380 1380 1380,694.174,False,True,True,low
s3w8g16,3,8,16,64,10,640,2560,2,6.013231992721558,5.918943881988525,0.38488698940080507,66,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,364.9603519439697,3,1500.0,1500.0,1500.0,1500 1515 1515 1500 1500 1500 1500 1500 1500 1050 1050 1275 1275 1455 1455 1485 1485 1515 1515 1500 1500 1500 1500 1500,687.144,True,True,True,
s3w8g64,3,8,64,64,10,640,2560,2,6.342751979827881,6.123871803283691,0.3544920379130096,63,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,342.54797077178955,3,1470.0,1485.0,1470.0,1485 1470 1470 1470 1470 1500 1500 1485 1485 1155 1155 1230 1230 1440 1440 1470 1470 1485 1485 1485 1485 1470 1470 1470,690.566,True,True,True,
s2w8g1,2,8,1,64,10,640,2560,2,8.020832061767578,7.84822416305542,0.528450619269613,49,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,367.6678409576416,3,1455.0,1455.0,1485.0,1455 1470 1470 1470 1470 1470 1470 1455 1455 1020 1020 1245 1245 1500 1500 1455 1455 1470 1470 1455 1455 1455 1455 1485,688.859,True,True,True,
s3w8g8,3,8,8,64,10,640,2560,2,6.059135913848877,5.940320014953613,0.41179110068371233,65,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,362.00073623657227,3,1500.0,1500.0,1500.0,1500 1515 1515 1515 1515 1500 1500 1500 1500 1245 1245 1170 1170 1440 1440 1470 1470 1515 1515 1500 1500 1500 1500 1500,679.204,True,True,True,
s3w4g1,3,4,1,64,10,640,2560,2,7.305215835571289,7.104864120483398,0.79396126209577,55,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,355.5856966972351,3,1410.0,1440.0,1410.0,1440 1440 1425 1425 1425 1425 1410 1410 1410 1410 765 765 1125 1125 1335 1335 1395 1395 1410 1410 1410 1410 1410 1410 1410,692.403,True,True,True,
s3w8g1,3,8,1,64,10,640,2560,2,7.6839680671691895,7.461152076721191,0.45902152174558464,51,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,353.39869117736816,3,1350.0,1380.0,1365.0,1380 1380 1365 1365 1380 1380 1380 1380 1395 1395 855 855 1350 1350 1350 1350 1335 1335 1245 1245 1320 1320 1365,696.915,False,True,True,low
s4w8g1,4,8,1,64,10,640,2560,2,7.5102081298828125,7.262432098388672,1.0333199915070534,53,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,366.3321270942688,3,1395.0,1410.0,1395.0,1410 1395 1395 1395 1395 1410 1410 1395 1395 675 675 1020 1020 1305 1305 1365 1365 1395 1395 1395 1395 1410 1410 1395,688.671,True,True,True,
s2w4g1,2,4,1,64,10,640,2560,2,6.958256006240845,6.621376037597656,0.6901170188518556,58,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,354.37871980667114,3,1410.0,1455.0,1410.0,1455 1455 1410 1410 1410 1410 1425 1425 1440 1440 990 990 1245 1245 1410 1410 1410 1410 1410 1440 1440 1410 1410 1410,694.037,True,True,True,
s5w8g1,5,8,1,64,10,640,2560,2,7.4040000438690186,7.184607982635498,0.7469859762516812,54,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,363.2550730705261,3,1395.0,1410.0,1410.0,1410 1410 1410 1395 1395 1380 1380 1365 1365 750 750 1140 1140 1320 1320 1395 1395 1395 1395 1395 1395 1395 1395 1410,694.3299999999999,True,True,True,
s3w4g1,3,4,1,64,11,704,2816,2,8.045791625976562,7.8021440505981445,1.2089845031308755,49,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,362.41747188568115,3,1410.0,1425.0,1425.0,1425 1425 1425 1425 1425 1425 1425 1410 1410 405 405 825 825 1215 1215 1365 1365 1395 1395 1410 1410 1410 1410 1425,685.681,True,True,True,
s4w8g1,4,8,1,64,11,704,2816,2,8.414848327636719,8.171296119689941,0.7298974505517078,47,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,347.0125102996826,3,1342.5,1320.0,1320.0,1320 1320 1335 1335 1380 1380 1380 1380 1365 1365 765 765 1170 1170 1350 1350 1395 1395 1290 1290 1380 1380 1320 1320,694.316,False,True,True,low
s5w8g1,5,8,1,64,11,704,2816,2,8.150879859924316,7.809663772583008,0.8960637467152055,49,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,373.28332710266113,3,1380.0,1455.0,1395.0,1455 1455 1380 1380 1395 1395 1380 1380 1350 1350 810 810 1275 1275 1350 1350 1365 1365 1395 1395 1395 1395 1395 1395,696.325,False,True,True,low
s2w8g1,2,8,1,64,11,704,2816,2,8.805695533752441,8.562784194946289,0.7199892838212055,45,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,337.68419075012207,3,1455.0,1500.0,1455.0,1500 1500 1455 1455 1455 1455 1455 1455 1455 1455 765 765 1290 1290 1440 1440 1455 1455 1470 1470 1455 1455 1455 1455,695.2235000000001,True,True,True,
s2w4g1,2,4,1,64,11,704,2816,2,7.613071918487549,7.188831806182861,0.3154147007068986,50,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,351.16268587112427,3,1395.0,1365.0,1410.0,1365 1365 1395 1395 1410 1410 1455 1455 1440 1440 1380 1380 1335 1335 1410 1410 1395 1395 1350 1350 1395 1395 1410,693.895,True,True,True,
s3w8g16,3,8,16,64,11,704,2816,2,6.66975998878479,6.536575794219971,0.4029357734577698,60,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,346.1710476875305,3,1492.5,1530.0,1500.0,1530 1530 1500 1500 1500 1500 1500 1500 1470 1470 1170 1170 1290 1290 1470 1470 1485 1485 1500 1500 1485 1485 1500 1500,690.045,True,True,True,
s3w8g8,3,8,8,64,11,704,2816,2,6.765279769897461,6.55728006362915,0.41732032536586017,59,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,352.2461133003235,3,1477.5,1485.0,1500.0,1485 1485 1455 1455 1500 1500 1500 1500 1500 1500 1005 1005 1335 1335 1485 1485 1470 1470 1470 1470 1470 1470 1500 1500,694.39,True,True,True,
s3w8g1,3,8,1,64,11,704,2816,2,8.371264457702637,8.0863676071167,0.8897566493364115,47,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,339.3655996322632,3,1380.0,1425.0,1410.0,1425 1425 1410 1410 1395 1395 1410 1410 1380 1380 585 585 1050 1050 1230 1230 1350 1350 1365 1365 1380 1380 1410 1410,692.804,False,True,True,low
s3w8g64,3,8,64,64,11,704,2816,2,6.95088005065918,6.653984069824219,0.3746434645006184,59,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,356.48445320129395,3,1470.0,1500.0,1470.0,1500 1485 1485 1485 1485 1485 1485 1455 1455 1470 1470 1035 1035 1395 1395 1470 1470 1470 1470 1485 1485 1470 1470 1470 1470,696.13,True,True,True,
s3w8g1,3,8,1,256,3,768,3072,2,6.021360158920288,5.8679680824279785,0.3457313341948307,66,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,366.4627842903137,3,1672.5,1740.0,1680.0,1740 1740 1695 1695 1695 1695 1680 1680 1635 1635 1290 1290 1530 1530 1620 1620 1650 1650 1665 1665 1680 1680 1680 1680,690.9304999999999,False,True,True,high
s3w8g1,3,8,1,64,12,768,3072,2,9.119263648986816,8.866592407226562,0.9480821541717145,44,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,351.56732749938965,3,1387.5,1410.0,1395.0,1410 1410 1380 1380 1380 1380 1395 1395 1380 1380 750 750 1170 1170 1335 1335 1395 1395 1395 1395 1395 1395 1395 1395,694.4165,False,True,True,low
s3w4g1,3,4,1,256,3,768,3072,2,6.270912170410156,6.119647979736328,0.3868141585614105,63,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,344.93657636642456,3,1762.5,1815.0,1770.0,1815 1815 1755 1755 1785 1785 1785 1785 1785 1785 1395 1395 1605 1605 1725 1725 1755 1755 1755 1755 1785 1785 1770 1770,687.4275,False,True,True,high
s2w8g1,2,8,1,64,12,768,3072,2,9.587712287902832,9.35910415649414,0.891147823365591,41,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,350.0381107330322,3,1455.0,1500.0,1470.0,1500 1500 1455 1455 1455 1455 1455 1455 1455 1455 750 750 1305 1305 1440 1440 1485 1485 1455 1455 1470 1470 1470 1470,694.5554999999999,True,True,True,
s3w8g8,3,8,8,256,3,768,3072,2,5.904592037200928,5.7707200050354,0.22682903398550694,66,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,360.97519969940186,3,1680.0,1650.0,1695.0,1650 1680 1680 1680 1680 1710 1710 1710 1710 1680 1680 1455 1455 1650 1650 1665 1665 1665 1665 1665 1665 1695 1695,684.599,False,True,True,high
s3w4g1,3,4,1,64,12,768,3072,2,8.966511726379395,8.779359817504883,0.7414231090521668,44,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,351.1948137283325,3,1380.0,1410.0,1380.0,1410 1410 1365 1365 1365 1365 1380 1380 1380 1380 615 615 1245 1245 1395 1395 1395 1395 1395 1395 1395 1395 1380 1380,693.3215,False,True,True,low
s3w8g64,3,8,64,64,12,768,3072,2,7.601743936538696,7.175903797149658,0.2626012167980365,52,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,347.6762857437134,3,1455.0,1470.0,1470.0,1470 1455 1455 1470 1470 1485 1485 1455 1455 1410 1410 1320 1320 1440 1440 1455 1455 1440 1440 1455 1455 1455 1455 1470,693.425,True,True,True,
s4w8g1,4,8,1,64,12,768,3072,2,9.204544067382812,8.967424392700195,1.0790454655934967,43,ok,,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,353.50060844421387,3,1365.0,1365.0,1365.0,1365 1380 1380 1320 1320 1335 1335 1320 1320 1380 1380 765 765 1305 1305 1365 1365 1380 1380 1365 1365 1365 1365 1365,696.7855,False,True,True,low
