16	no	0	2	2	3193123663	bm=16 bn=64 bk=64 gm=1 warps=4 stages=3 src=vllm_override rows=2
64	yes	2	0	2	473994525	bm=64 bn=64 bk=64 gm=1 warps=4 stages=3 src=vllm_override rows=2
