pattern,bytes_moved,ms_p50,ms_min,gbps,gbps_peak_min,sm_clock_start_mhz,sm_clock_end_mhz,instrument,warmup_ms,iters,trials,l2_flush,sm_clock_load_mhz,clock_level_ok,clock_drift_ok,note,prov_provenance_version,prov_git_sha,prov_git_dirty,prov_git_dirty_files,prov_utc,prov_hostname,prov_gpu_name,prov_driver_version,prov_cuda_version,prov_python,prov_torch,prov_triton,prov_vllm,prov_sglang,prov_instrument,prov_ridge,prov_ridge_source,prov_bandwidth,prov_bandwidth_source,prov_warmup_ms,prov_iters,prov_target_ms,prov_missing
read_stream,8589934592,2.2109439373016357,2.2097280025482178,3885.1887861451855,3887.326667397184,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,"Triton, one store per program, no cross-CTA combine; stores are 0.012% of traffic and are not counted",1,f49a2133c942c20c3b1b72e002b03af1ccd216a3,False,0,2026-09-25T07:14:12+00:00,192-222-57-200,NVIDIA GH200 480GB,580.105.08,13.0,3.12.14,2.13.0+cu130,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",177.9,derived from this run's own ceilings,3725.122836206298,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
read_reduce,8589934592,2.249359965324402,2.2442879676818848,3818.8350128127063,3827.4654214149286,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,"ATen reduction along the contiguous axis; a LOWER BOUND on the DRAM read rate, not the read rate",1,f49a2133c942c20c3b1b72e002b03af1ccd216a3,False,0,2026-09-25T07:14:12+00:00,192-222-57-200,NVIDIA GH200 480GB,580.105.08,13.0,3.12.14,2.13.0+cu130,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",177.9,derived from this run's own ceilings,3725.122836206298,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
copy,17179869184,4.684128046035767,4.6806721687316895,3667.677103434337,3670.3850568229795,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,,1,f49a2133c942c20c3b1b72e002b03af1ccd216a3,False,0,2026-09-25T07:14:12+00:00,192-222-57-200,NVIDIA GH200 480GB,580.105.08,13.0,3.12.14,2.13.0+cu130,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",177.9,derived from this run's own ceilings,3725.122836206298,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
triad,25769803776,6.917840003967285,6.914112091064453,3725.122836206298,3727.131327434503,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,canonical STREAM metric; the default ceiling,1,f49a2133c942c20c3b1b72e002b03af1ccd216a3,False,0,2026-09-25T07:14:12+00:00,192-222-57-200,NVIDIA GH200 480GB,580.105.08,13.0,3.12.14,2.13.0+cu130,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",177.9,derived from this run's own ceilings,3725.122836206298,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
write,8589934592,2.174463987350464,2.172032117843628,3950.3687538493773,3954.791700100642,1980,1980,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",,,,True,,,,1N proven (2N would exceed the pin rate by 94%); unflushed so the timed window cannot shed writeback,1,f49a2133c942c20c3b1b72e002b03af1ccd216a3,False,0,2026-09-25T07:14:12+00:00,192-222-57-200,NVIDIA GH200 480GB,580.105.08,13.0,3.12.14,2.13.0+cu130,3.7.1,,,"moe.bench.calibrate via timing.time_eager (queue-deep, pre-primed events, L2 flush between iterations); NOT timing.TIMING_BASIS",177.9,derived from this run's own ceilings,3725.122836206298,"measured here, 'triad' pattern",,,,iters=not supplied by caller; sglang=package not installed; target_ms=supplied as None; vllm=package not installed; warmup_ms=not supplied by caller
