duty_requested,duty_achieved,state_index,repeat,order_index,model,dtype,block_m,block_n,block_k,group_m,num_warps,num_stages,tiles,rows_per_expert,tokens,calls_per_burst,bursts,trials,ms_p50,ms_min,ms_stdev,samples,burst_ms,gap_ms,head_ms,tail_ms,within_burst_ok,sm_clock_load_mhz,sm_clock_start_mhz,sm_clock_end_mhz,clock_samples_mhz,clock_samples,clock_source,clock_level_ok,clock_level_side,clock_drift_ok,clock_drift_direction,reference_clock_mhz,power_w,mem_clock_mhz,host_bound,host_enqueue_ms,host_backlog_iters,warmup_ms,l2_flush,status,detail,instrument,prov_bandwidth,prov_bandwidth_source,prov_cuda_version,prov_driver_version,prov_git_dirty,prov_git_dirty_files,prov_git_sha,prov_gpu_name,prov_hostname,prov_instrument,prov_iters,prov_missing,prov_provenance_version,prov_python,prov_ridge,prov_ridge_source,prov_sglang,prov_target_ms,prov_torch,prov_triton,prov_utc,prov_vllm,prov_warmup_ms
1.0,0.9157173763807482,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,1,32,128,53,18,3,0.7743679881095886,0.7636479735374451,0.004281236494949681,936,41.14035550753275,0.0,0.7743360102176666,0.7747839987277985,True,1492.5,1530.0,1500.0,1530 1530 1470 1470 1485 1485 1485 1485 1485 1515 1515 1515 1515 1485 1485 1500 1500 1500,18,nvml,True,,True,,1470.0,695.088,3201.0,False,11.543447617441416,39.21053773974695,204.07139176130295,True,ok,,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.9488968064674677,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,2,64,256,32,18,3,1.3275359869003296,1.288159966468811,0.015292694839032273,558,42.57435202598572,0.0,1.3285120129585266,1.3275519609451294,True,1635.0,1635.0,1605.0,1635 1635 1635 1635 1635 1620 1620 1635 1635 1650 1650 1650 1650 1650 1650 1650 1605 1605,18,nvml,False,high,True,,1470.0,694.4275,3201.0,False,7.012886460870504,23.24008900934019,250.9893432855606,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1635 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.9634105643254843,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,3,96,384,22,18,3,1.908079981803894,1.8859200477600098,0.012748396398901836,378,42.0202702416314,0.0,1.9082239866256714,1.9084160327911377,True,1680.0,1695.0,1680.0,1695 1695 1680 1680 1695 1695 1695 1665 1665 1695 1695 1680 1680 1680 1680 1680 1680 1680,18,nvml,False,high,True,,1470.0,694.3745,3201.0,False,4.822378512471914,17.114922154582892,207.52889680862427,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1680 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.9709044028566935,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,4,128,512,17,18,3,2.4372799396514893,2.377824068069458,0.030770693664607867,288,41.43867905934652,0.0,2.4367839694023132,2.4373199939727783,True,1732.5,1785.0,1725.0,1785 1785 1740 1740 1755 1755 1755 1725 1725 1770 1770 1725 1725 1725 1710 1710 1725 1725,18,nvml,False,high,True,,1470.0,692.281,3201.0,False,3.8338140584528446,15.420859890380115,202.86243271827698,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1732 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.9763551198713882,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,5,160,640,14,18,3,3.0374879837036133,2.974368095397949,0.025242846030361997,234,42.63287111123403,0.0,3.037887930870056,3.036671996116638,True,1725.0,1755.0,1695.0,1755 1755 1725 1725 1725 1725 1725 1725 1725 1725 1725 1725 1740 1740 1725 1725 1695 1695,18,nvml,False,high,True,,1470.0,692.908,3201.0,False,3.2113310880959034,12.287112187128178,208.75273537635803,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1725 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.979684275085975,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,6,192,768,12,18,3,3.5760159492492676,3.5323519706726074,0.039699333869091254,198,43.0686079925961,0.0,3.5911999940872192,3.596607983112335,True,1755.0,1755.0,1725.0,1755 1755 1770 1770 1770 1770 1770 1725 1725 1770 1770 1755 1755 1755 1725 1725 1725 1725,18,nvml,False,high,True,,1470.0,694.7855,3201.0,False,2.7489294297993183,11.182828955787658,212.29855918884277,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1755 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.982173238888479,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,7,224,896,9,18,3,4.126896142959595,4.047359943389893,0.04404215518214096,144,37.38094041082594,0.0,4.126456141471863,4.127655982971191,True,1785.0,1785.0,1740.0,1785 1785 1785 1785 1785 1785 1785 1785 1785 1785 1770 1770 1770 1755 1755 1740 1740 1740,18,nvml,False,high,True,,1470.0,692.645,3201.0,False,2.0567760802805424,8.496607114834195,222.14979124069214,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1785 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
1.0,0.983893897517413,0,0,0,mixtral-8x7b,bf16,32,64,64,16,8,4,8,256,1024,9,18,3,4.616032123565674,4.493311882019043,0.051850300559740437,144,41.45964789390564,0.0,4.615463852882385,4.616392016410828,True,1822.5,1815.0,1815.0,1815 1815 1830 1830 1815 1815 1815 1830 1830 1830 1830 1845 1845 1845 1815 1815 1815 1815,18,nvml,False,high,True,,1470.0,692.35,3201.0,False,2.0570270717144012,8.4997318226962,207.36342525482178,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1822 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
0.5,0.4741665466710938,1,0,1,mixtral-8x7b,bf16,32,64,64,16,8,4,1,32,128,53,18,3,0.744047999382019,0.7371199727058411,0.003441508051621676,936,39.572986655765106,40.08428152600924,0.7437919974327087,0.7440960109233856,True,1965.0,1980.0,1950.0,1980 1950 1950 1965 1965 1815 1965 1965 1965 1905 1935 1965 1965 1965 1965 1980 1980 1950,18,nvml,False,high,True,,1470.0,469.971,3201.0,False,11.60453725606203,35.97171524678194,237.51168018579483,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1965 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
0.5,0.46060511112581815,1,0,1,mixtral-8x7b,bf16,32,64,64,16,8,4,2,64,256,32,18,3,1.1156319975852966,1.0966720581054688,0.01616907284366459,558,36.00255995988846,39.822713349994864,1.1252959966659546,1.1149919629096985,True,1912.5,1890.0,1740.0,1890 1935 1950 1785 1890 1890 1920 1935 1950 1950 1935 1965 1785 1875 1875 1905 1950 1740,18,nvml,False,high,False,dropping,1470.0,499.9145,3201.0,False,7.291918154805899,25.617931487652925,216.91984021663666,True,ok,"LEVEL HIGH (recorded, never an exclusion here): loaded clock 1912 MHz against the 1470 MHz reference. At a duty cycle below 1.0 a HIGH reading is the experiment working, not a cell to drop.; DRIFT failed, dropping: 1890 -> 1740 MHz over 18 bursts; this cell is EXCLUDED","scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,,13.0,580.159.04,True,1,33d28339d8e211bd7fb8caf92bd340b82ae40abb,NVIDIA H200,421a523e82cb,"scripts/clock_elasticity.py: bursts of N back-to-back fused_experts calls under one pinned tile, each call L2-flushed and bracketed by its own pre-primed event pair, the FIRST call of every burst discarded as a drained-queue launch, a host-side idle gap after each burst setting the sustained duty cycle, and the SM clock, board power and memory clock read through NVML with the burst still in flight; NOT timing.TIMING_BASIS",,bandwidth=not supplied by caller; bandwidth_source=not supplied by caller; iters=not supplied by caller; ridge=not supplied by caller; ridge_source=not supplied by caller; sglang=package not installed,1,3.12.3,,,,200.0,2.13.0,3.7.1,2026-09-23T21:36:18+00:00,0.27.1,200.0
