G	n	seeds	mean	sd	env_lo	env_hi	joint	invalid_in_envelope	eta	eta_lo	eta_hi	band	eta_exit	reads_as	top_tread	shared_top_ms	bound_read_stream	bound_pin_rate	note
2	0	none	none	none	none	none	none	none	none	none	none	unmeasured	unscored	unresolved	none	none	none	none	no report of this G formed a ratio yet
