schema_version,run_id,timestamp,git_sha,git_dirty,gpu_name,gpu_count,device_index,sm_count,sm_capability,l2_bytes,total_memory,driver_version,cuda_version,torch_version,triton_version,env_name,env_version,host_cpu,python_version,allow_tf32,allow_bf16_reduced_reduction,allow_fp16_reduced_reduction,model,hidden_size,intermediate_size,num_experts,top_k,num_tokens,rows,dtype,routing_kind,routing_param,trace_id,seed,pipeline,impl,scope,covers,cuda_graph_safe,load_num_experts,load_total_rows,load_active_experts,load_empty_experts,load_max_rows,load_min_rows,load_mean_rows,load_max_over_mean,load_cv,load_entropy_norm,load_gini,load_top1_share,load_tile_eff_bm64,load_tile_eff_bm128,tile_block_m,tile_block_n,tile_block_k,tile_group_m,tile_num_warps,tile_num_stages,tile_config_source,tile_config_key,l2_flush,flush_mb,flush_mode,cuda_graph,capture_status,graph_skip_reason,routing_fixed_across_iters,warmup,iters,trials,instrument,warmup_ms,ms_p50,ms_p90,ms_min,ms_std,jitter_p90_over_p50,flops,compulsory_bytes,tflops,compulsory_gbps,arith_intensity_compulsory,achieved_bw_gbps,bw_ceiling_pattern,achieved_peak_tflops,pct_of_achieved_tflops,implied_traffic_ratio,input_init,input_scale,trace_sha,correctness_passed,max_abs_err,rel_err,tol_rel_max,tol_calibrated,oracle,sm_clock_start_mhz,sm_clock_end_mhz,temp_start_c,temp_end_c,clock_drift_pct,throttled,sm_clock_load_mhz,clock_level_ok,clock_drift_ok,host_bound_ok,clock_samples,clock_source,clock_note,host_enqueue_ms,host_note,reference_clock_mhz,reference_clock_source,clock_level_side,host_backlog_iters,roof_at_cell_clock_tflops,pct_of_roof_at_cell_clock,roof_note,sm_clock_load_first_mhz,sm_clock_load_last_mhz,clock_samples_mhz,clock_drift_direction,power_w,warmup_settle_ms,warmup_settle_calls,warmup_clock_settled,notes
7,bf25c7064f14,2026-09-21T23:53:42,81f80b7b803b07687a00ab691fb996f268796905,True,NVIDIA H200,1,0,132,9.0,62914560,150111977472,595.91.07,13.0,2.13.0+cu130,3.7.1,vllm,0.27.1,x86_64,3.12.3,False,True,True,deepseek-v3,7168,2048,256,8,4096,32768,bf16,uniform,0.0,,0,ref_router -> vllm_fused_experts,vllm_fused_experts,span,permute+up_gemm+act+down_gemm+unpermute,False,256,32768,256,0,161,99,128.0,1.2578125,0.08786620754571575,0.9993059534070402,0.04917287826538086,0.004913330078125,0.8178913738019169,0.6918918918918919,128,64,64,1,8,4,vllm_override,0,True,256,read,False,n/a,,True,7,10,1,queue-deep/l2-flush/settled-warmup/clock-under-load/v4,77.39091300964355,11.642431735992432,11.71945571899414,11.571840286254883,0.07997349202508734,1.0066157985503656,2886889111552.0,22666280960,247.96272608816065,1946.8682723668007,127.36492222286475,4378.033255567562,triad,662.9506631542727,37.402892834946634,2.248756794544298,fan_in,1.0,,True,0.017124176025390625,0.005156921582611444,0.03125774376845062,False,golden_fp32,0,0,0,0,0.0,True,1560.0,failed,failed,ok,6,nvml,"LEVEL HIGH (recorded, not an exclusion): loaded clock 1560 MHz is over the 1530 MHz edge of the band around the 1455 MHz reference; the cell ran at 1.07x the issue rate the fixed compute roof assumed, so its fraction of that roof is inflated by the ratio; read roof_at_cell_clock_tflops; DRIFT failed, dropping: under-load clock went 1980 -> 1560 MHz over 6 samples (1980, 1560, 1560, 1560, 1560, 1560); the trials were not at one operating point and the median is a blend",2.5338419945910573,,1455.0,"NVIDIA H200 (measured): detail.gemm_clock.median_mhz = 1455 MHz, the median of the samples taken while the calibration's dense GEMM ran (bf16 GEMM)",high,9.783985425512354,710.7924635880861,34.885390432594455,"scored: pct_of_achieved_tflops (fixed roof) is the compute-bound gate input, since every cell and the calibration GEMM ran under one power cap; pct_of_roof_at_cell_clock is issue efficiency at this row's own clock, printed beside it; it is not the compute-bound gate input, and memory-shaped and cross-card work read it labelled as issue efficiency",1980.0,1560.0,1980 1560 1560 1560 1560 1560,dropping,260.629,22.61292839050293,2,ok,
